Detailed Statistics Cancellation  
Origin Airport: Denver, CO: Denver International (DEN)
Airline: American Airlines Inc. (AA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021 and 2022

Carrier Code,Date (MM/DD/YYYY),Flight_Number,Tail Number,Destination Airport
"AA","12/01/2006","1492","","ORD"
"AA","12/01/2006","1910","","ORD"
"AA","12/03/2006","0480","","DFW"
"AA","12/05/2006","1438","","ORD"
"AA","12/07/2006","1519","","LAX"
"AA","12/12/2006","1438","","ORD"
"AA","12/12/2006","1910","","ORD"
"AA","12/18/2006","0546","","DFW"
"AA","12/19/2006","1055","","LAX"
"AA","12/19/2006","1356","","DFW"
"AA","12/20/2006","0314","","DFW"
"AA","12/20/2006","0512","","DFW"
"AA","12/20/2006","0546","","DFW"
"AA","12/20/2006","0706","","ORD"
"AA","12/20/2006","1028","","DFW"
"AA","12/20/2006","1170","","DFW"
"AA","12/20/2006","1272","","DFW"
"AA","12/20/2006","1438","","ORD"
"AA","12/20/2006","1450","","ORD"
"AA","12/20/2006","1469","","LAX"
"AA","12/20/2006","1498","","ORD"
"AA","12/20/2006","1519","","LAX"
"AA","12/20/2006","1536","","ORD"
"AA","12/20/2006","1710","","DFW"
"AA","12/20/2006","1860","","MIA"
"AA","12/20/2006","1896","","DFW"
"AA","12/20/2006","2155","","DFW"
"AA","12/20/2006","2261","","LAX"
"AA","12/21/2006","0314","","DFW"
"AA","12/21/2006","0378","","ORD"
"AA","12/21/2006","0512","","DFW"
"AA","12/21/2006","0546","","DFW"
"AA","12/21/2006","0630","","DFW"
"AA","12/21/2006","0654","","DFW"
"AA","12/21/2006","0706","","ORD"
"AA","12/21/2006","1028","","DFW"
"AA","12/21/2006","1055","","LAX"
"AA","12/21/2006","1170","","DFW"
"AA","12/21/2006","1272","","DFW"
"AA","12/21/2006","1356","","DFW"
"AA","12/21/2006","1438","","ORD"
"AA","12/21/2006","1450","","ORD"
"AA","12/21/2006","1469","","LAX"
"AA","12/21/2006","1498","","ORD"
"AA","12/21/2006","1519","","LAX"
"AA","12/21/2006","1536","","ORD"
"AA","12/21/2006","1710","","DFW"
"AA","12/21/2006","1860","","MIA"
"AA","12/21/2006","1896","","DFW"
"AA","12/21/2006","2155","","DFW"
"AA","12/21/2006","2261","","LAX"
"AA","12/22/2006","0314","","DFW"
"AA","12/22/2006","0378","","ORD"
"AA","12/22/2006","0512","","DFW"
"AA","12/22/2006","0630","","DFW"
"AA","12/22/2006","0654","","DFW"
"AA","12/22/2006","1055","","LAX"
"AA","12/22/2006","1356","","DFW"
"AA","12/22/2006","1438","","ORD"
"AA","12/22/2006","1450","","ORD"
"AA","12/22/2006","1469","","LAX"
"AA","12/22/2006","2155","","DFW"
"AA","12/28/2006","0706","","ORD"
"AA","12/28/2006","1272","","DFW"
"AA","12/28/2006","2261","","LAX"
"AA","12/29/2006","0378","","ORD"
"AA","12/29/2006","0512","","DFW"
"AA","12/29/2006","0546","","DFW"
"AA","12/29/2006","0630","","DFW"
"AA","12/29/2006","0654","","DFW"
"AA","12/29/2006","1028","","DFW"
"AA","12/29/2006","1055","","LAX"
"AA","12/29/2006","1170","","DFW"
"AA","12/29/2006","1272","","DFW"
"AA","12/29/2006","1356","","DFW"
"AA","12/29/2006","1438","","ORD"
"AA","12/29/2006","1450","","ORD"
"AA","12/29/2006","1469","","LAX"
"AA","12/29/2006","1536","","ORD"
"AA","12/29/2006","1710","","DFW"
"AA","12/29/2006","1860","","MIA"
"AA","12/29/2006","2155","","DFW"
"AA","12/29/2006","2261","","LAX"
"AA","12/30/2006","0512","","DFW"
"AA","12/30/2006","0654","","DFW"
"AA","12/30/2006","1055","","LAX"
"AA","12/30/2006","1356","","DFW"
"AA","12/30/2006","1438","","ORD"
"AA","12/30/2006","1536","","ORD"
"AA","12/30/2006","1860","","MIA"
"AA","12/31/2006","0706","","ORD"
"AA","12/31/2006","1710","","DFW"
"AA","01/01/2007","1272","","DFW"
